#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,,,,,,,,,
GCA_017949795.1,PRJNA640273,SAMN16659928,JADLUS000000000.1,na,470,470,Acinetobacter baumannii,strain=F425,na,latest,Contig,Major,Full,2021/4/14,ASM1794979v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/949/795/GCA_017949795.1_ASM1794979v1,from large multi-isolate project,na,na,haploid,bacteria,3949324,3949324,39,0,57,57,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3790,3626,70,na,,,,,,,,,
GCA_017949855.1,PRJNA640273,SAMN16659927,JADLUT000000000.1,na,470,470,Acinetobacter baumannii,strain=F417,na,latest,Contig,Major,Full,2021/4/14,ASM1794985v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/949/855/GCA_017949855.1_ASM1794985v1,from large multi-isolate project,na,na,haploid,bacteria,3942265,3942265,39,0,66,66,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3759,3606,67,na,,,,,,,,,
GCA_017949875.1,PRJNA640273,SAMN16659924,JADLUV000000000.1,na,470,470,Acinetobacter baumannii,strain=F391,na,latest,Contig,Major,Full,2021/4/14,ASM1794987v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/949/875/GCA_017949875.1_ASM1794987v1,from large multi-isolate project,na,na,haploid,bacteria,3951831,3951831,39,0,57,57,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3791,3636,71,na,,,,,,,,,
GCA_017949895.1,PRJNA640273,SAMN16659923,JADLUW000000000.1,na,470,470,Acinetobacter baumannii,strain=F390,na,latest,Contig,Major,Full,2021/4/14,ASM1794989v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/949/895/GCA_017949895.1_ASM1794989v1,from large multi-isolate project,na,na,haploid,bacteria,4010335,4010335,39,0,77,77,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3889,3763,67,na,,,,,,,,,
GCA_017949915.1,PRJNA640273,SAMN16659919,JADLUY000000000.1,na,470,470,Acinetobacter baumannii,strain=F369,na,latest,Contig,Major,Full,2021/4/14,ASM1794991v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/949/915/GCA_017949915.1_ASM1794991v1,from large multi-isolate project,na,na,haploid,bacteria,3941387,3941387,39,0,69,69,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3759,3608,67,na,,,,,,,,,
GCA_017949935.1,PRJNA640273,SAMN16659921,JADLUX000000000.1,na,470,470,Acinetobacter baumannii,strain=F374,na,latest,Contig,Major,Full,2021/4/14,ASM1794993v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/949/935/GCA_017949935.1_ASM1794993v1,from large multi-isolate project,na,na,haploid,bacteria,3945135,3945135,39,0,92,92,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3819,3686,63,na,,,,,,,,,
GCA_017949955.1,PRJNA640273,SAMN16659918,JADLUZ000000000.1,na,470,470,Acinetobacter baumannii,strain=F367,na,latest,Contig,Major,Full,2021/4/14,ASM1794995v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/949/955/GCA_017949955.1_ASM1794995v1,from large multi-isolate project,na,na,haploid,bacteria,3942374,3942374,39,0,63,63,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3763,3608,71,na,,,,,,,,,
GCA_017949975.1,PRJNA640273,SAMN16659913,JADLVB000000000.1,na,470,470,Acinetobacter baumannii,strain=F354,na,latest,Contig,Major,Full,2021/4/14,ASM1794997v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/949/975/GCA_017949975.1_ASM1794997v1,from large multi-isolate project,na,na,haploid,bacteria,3917640,3917640,39,0,74,74,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3722,3559,68,na,,,,,,,,,
GCA_017949985.1,PRJNA640273,SAMN16659915,JADLVA000000000.1,na,470,470,Acinetobacter baumannii,strain=F358,na,latest,Contig,Major,Full,2021/4/14,ASM1794998v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/949/985/GCA_017949985.1_ASM1794998v1,from large multi-isolate project,na,na,haploid,bacteria,3996994,3996994,39,0,72,72,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3845,3678,70,na,,,,,,,,,
GCA_017950005.1,PRJNA640273,SAMN16659912,JADLVC000000000.1,na,470,470,Acinetobacter baumannii,strain=F346,na,latest,Contig,Major,Full,2021/4/14,ASM1795000v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/005/GCA_017950005.1_ASM1795000v1,from large multi-isolate project,na,na,haploid,bacteria,3965101,3965101,39,0,77,77,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3801,3635,70,na,,,,,,,,,
GCA_017950045.1,PRJNA640273,SAMN16659911,JADLVD000000000.1,na,470,470,Acinetobacter baumannii,strain=F340,na,latest,Contig,Major,Full,2021/4/14,ASM1795004v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/045/GCA_017950045.1_ASM1795004v1,from large multi-isolate project,na,na,haploid,bacteria,3951869,3951869,39,0,71,71,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3805,3632,70,na,,,,,,,,,
GCA_017950075.1,PRJNA640273,SAMN16659909,JADLVF000000000.1,na,470,470,Acinetobacter baumannii,strain=F306,na,latest,Contig,Major,Full,2021/4/14,ASM1795007v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/075/GCA_017950075.1_ASM1795007v1,from large multi-isolate project,na,na,haploid,bacteria,4075836,4075836,39,0,91,91,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3999,3871,73,na,,,,,,,,,
GCA_017950095.1,PRJNA640273,SAMN16659905,JADLVH000000000.1,na,470,470,Acinetobacter baumannii,strain=F298,na,latest,Contig,Major,Full,2021/4/14,ASM1795009v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/095/GCA_017950095.1_ASM1795009v1,from large multi-isolate project,na,na,haploid,bacteria,3904809,3904809,39,0,73,73,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3726,3563,70,na,,,,,,,,,
GCA_017950135.1,PRJNA640273,SAMN16659902,JADLVJ000000000.1,na,470,470,Acinetobacter baumannii,strain=F280,na,latest,Contig,Major,Full,2021/4/14,ASM1795013v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/135/GCA_017950135.1_ASM1795013v1,from large multi-isolate project,na,na,haploid,bacteria,3943188,3943188,39,0,69,69,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3758,3608,67,na,,,,,,,,,
GCA_017950175.1,PRJNA640273,SAMN16659901,JADLVK000000000.1,na,470,470,Acinetobacter baumannii,strain=F272,na,latest,Contig,Major,Full,2021/4/14,ASM1795017v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/175/GCA_017950175.1_ASM1795017v1,from large multi-isolate project,na,na,haploid,bacteria,3943741,3943741,39,0,89,89,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3823,3688,69,na,,,,,,,,,
GCA_017950195.1,PRJNA640273,SAMN16659900,JADLVL000000000.1,na,470,470,Acinetobacter baumannii,strain=F262,na,latest,Contig,Major,Full,2021/4/14,ASM1795019v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/195/GCA_017950195.1_ASM1795019v1,from large multi-isolate project,na,na,haploid,bacteria,3937669,3937669,39,0,72,72,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3764,3608,67,na,,,,,,,,,
GCA_017950215.1,PRJNA640273,SAMN16659898,JADLVM000000000.1,na,470,470,Acinetobacter baumannii,strain=F251,na,latest,Contig,Major,Full,2021/4/14,ASM1795021v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/215/GCA_017950215.1_ASM1795021v1,from large multi-isolate project,na,na,haploid,bacteria,3906591,3906591,39,0,89,89,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3782,3653,67,na,,,,,,,,,
GCA_017950235.1,PRJNA640273,SAMN16659894,JADLVP000000000.1,na,470,470,Acinetobacter baumannii,strain=F223,na,latest,Contig,Major,Full,2021/4/14,ASM1795023v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/235/GCA_017950235.1_ASM1795023v1,from large multi-isolate project,na,na,haploid,bacteria,3954146,3954146,39,0,77,77,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3777,3617,65,na,,,,,,,,,
GCA_017950245.1,PRJNA640273,SAMN16659896,JADLVN000000000.1,na,470,470,Acinetobacter baumannii,strain=F241,na,latest,Contig,Major,Full,2021/4/14,ASM1795024v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/245/GCA_017950245.1_ASM1795024v1,from large multi-isolate project,na,na,haploid,bacteria,3908781,3908781,39,0,79,79,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3787,3662,59,na,,,,,,,,,
GCA_017950255.1,PRJNA640273,SAMN16659895,JADLVO000000000.1,na,470,470,Acinetobacter baumannii,strain=F226,na,latest,Contig,Major,Full,2021/4/14,ASM1795025v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/255/GCA_017950255.1_ASM1795025v1,from large multi-isolate project,na,na,haploid,bacteria,3943141,3943141,39,0,70,70,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3769,3607,66,na,,,,,,,,,
GCA_017950295.1,PRJNA640273,SAMN16659893,JADLVQ000000000.1,na,470,470,Acinetobacter baumannii,strain=F222,na,latest,Contig,Major,Full,2021/4/14,ASM1795029v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/295/GCA_017950295.1_ASM1795029v1,from large multi-isolate project,na,na,haploid,bacteria,3952307,3952307,39,0,64,64,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3794,3632,70,na,,,,,,,,,
GCA_017950315.1,PRJNA640273,SAMN16659892,JADLVR000000000.1,na,470,470,Acinetobacter baumannii,strain=F213,na,latest,Contig,Major,Full,2021/4/14,ASM1795031v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/315/GCA_017950315.1_ASM1795031v1,from large multi-isolate project,na,na,haploid,bacteria,3928995,3928995,39,0,65,65,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3783,3665,67,na,,,,,,,,,
GCA_017950335.1,PRJNA640273,SAMN16659890,JADLVS000000000.1,na,470,470,Acinetobacter baumannii,strain=F196,na,latest,Contig,Major,Full,2021/4/14,ASM1795033v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/335/GCA_017950335.1_ASM1795033v1,from large multi-isolate project,na,na,haploid,bacteria,3880540,3880540,39,0,75,75,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3703,3548,64,na,,,,,,,,,
GCA_017950375.1,PRJNA640273,SAMN16659888,JADLVU000000000.1,na,470,470,Acinetobacter baumannii,strain=F186,na,latest,Contig,Major,Full,2021/4/14,ASM1795037v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/375/GCA_017950375.1_ASM1795037v1,from large multi-isolate project,na,na,haploid,bacteria,4152333,4152333,39,0,93,93,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,4087,3963,69,na,,,,,,,,,
GCA_017950395.1,PRJNA640273,SAMN16659887,JADLVV000000000.1,na,470,470,Acinetobacter baumannii,strain=F180,na,latest,Contig,Major,Full,2021/4/14,ASM1795039v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/395/GCA_017950395.1_ASM1795039v1,from large multi-isolate project,na,na,haploid,bacteria,3904971,3904971,39,0,79,79,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3791,3666,63,na,,,,,,,,,
GCA_017950415.1,PRJNA640273,SAMN16659885,JADLVX000000000.1,na,470,470,Acinetobacter baumannii,strain=F168,na,latest,Contig,Major,Full,2021/4/14,ASM1795041v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/415/GCA_017950415.1_ASM1795041v1,from large multi-isolate project,na,na,haploid,bacteria,3982757,3982757,39,0,97,97,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3884,3750,67,na,,,,,,,,,
GCA_017950435.1,PRJNA640273,SAMN16659886,JADLVW000000000.1,na,470,470,Acinetobacter baumannii,strain=F171,na,latest,Contig,Major,Full,2021/4/14,ASM1795043v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/435/GCA_017950435.1_ASM1795043v1,from large multi-isolate project,na,na,haploid,bacteria,4014831,4014831,39,0,89,89,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3910,3775,65,na,,,,,,,,,
GCA_017950455.1,PRJNA640273,SAMN16659884,JADLVY000000000.1,na,470,470,Acinetobacter baumannii,strain=F162,na,latest,Contig,Major,Full,2021/4/14,ASM1795045v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/455/GCA_017950455.1_ASM1795045v1,from large multi-isolate project,na,na,haploid,bacteria,3967604,3967604,39,0,84,84,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3882,3752,67,na,,,,,,,,,
GCA_017950475.1,PRJNA640273,SAMN16659883,JADLVZ000000000.1,na,470,470,Acinetobacter baumannii,strain=F161,na,latest,Contig,Major,Full,2021/4/14,ASM1795047v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/475/GCA_017950475.1_ASM1795047v1,from large multi-isolate project,na,na,haploid,bacteria,3947376,3947376,39,0,69,69,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3761,3605,65,na,,,,,,,,,
GCA_017950495.1,PRJNA640273,SAMN16659882,JADLWA000000000.1,na,470,470,Acinetobacter baumannii,strain=F155,na,latest,Contig,Major,Full,2021/4/14,ASM1795049v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/495/GCA_017950495.1_ASM1795049v1,from large multi-isolate project,na,na,haploid,bacteria,3967944,3967944,39,0,81,81,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3882,3754,63,na,,,,,,,,,
GCA_017950515.1,PRJNA640273,SAMN16659881,JADLWB000000000.1,na,470,470,Acinetobacter baumannii,strain=F153-2,na,latest,Contig,Major,Full,2021/4/14,ASM1795051v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/515/GCA_017950515.1_ASM1795051v1,from large multi-isolate project,na,na,haploid,bacteria,3970633,3970633,39,0,78,78,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3878,3755,62,na,,,,,,,,,
GCA_017950535.1,PRJNA640273,SAMN16659880,JADLWC000000000.1,na,470,470,Acinetobacter baumannii,strain=F153,na,latest,Contig,Major,Full,2021/4/14,ASM1795053v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/535/GCA_017950535.1_ASM1795053v1,from large multi-isolate project,na,na,haploid,bacteria,3955033,3955033,39,0,68,68,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3776,3620,67,na,,,,,,,,,
GCA_017950555.1,PRJNA640273,SAMN16659879,JADLWD000000000.1,na,470,470,Acinetobacter baumannii,strain=F152,na,latest,Contig,Major,Full,2021/4/14,ASM1795055v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/555/GCA_017950555.1_ASM1795055v1,from large multi-isolate project,na,na,haploid,bacteria,3969946,3969946,39,0,78,78,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3878,3754,63,na,,,,,,,,,
GCA_017950575.1,PRJNA640273,SAMN16659878,JADLWE000000000.1,na,470,470,Acinetobacter baumannii,strain=F151,na,latest,Contig,Major,Full,2021/4/14,ASM1795057v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/575/GCA_017950575.1_ASM1795057v1,from large multi-isolate project,na,na,haploid,bacteria,3967447,3967447,39,0,78,78,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3874,3747,64,na,,,,,,,,,
GCA_017950595.1,PRJNA640273,SAMN16659877,JADLWF000000000.1,na,470,470,Acinetobacter baumannii,strain=F149-2,na,latest,Contig,Major,Full,2021/4/14,ASM1795059v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/595/GCA_017950595.1_ASM1795059v1,from large multi-isolate project,na,na,haploid,bacteria,3971949,3971949,39,0,80,80,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3886,3755,68,na,,,,,,,,,
GCA_017950615.1,PRJNA640273,SAMN16659873,JADLWI000000000.1,na,470,470,Acinetobacter baumannii,strain=F144,na,latest,Contig,Major,Full,2021/4/14,ASM1795061v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/615/GCA_017950615.1_ASM1795061v1,from large multi-isolate project,na,na,haploid,bacteria,3968580,3968580,39,0,81,81,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3879,3752,65,na,,,,,,,,,
GCA_017950635.1,PRJNA640273,SAMN16659876,JADLWG000000000.1,na,470,470,Acinetobacter baumannii,strain=F149-1,na,latest,Contig,Major,Full,2021/4/14,ASM1795063v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/635/GCA_017950635.1_ASM1795063v1,from large multi-isolate project,na,na,haploid,bacteria,3968110,3968110,39,0,80,80,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3884,3757,63,na,,,,,,,,,
GCA_017950645.1,PRJNA640273,SAMN16659874,JADLWH000000000.1,na,470,470,Acinetobacter baumannii,strain=F148,na,latest,Contig,Major,Full,2021/4/14,ASM1795064v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/645/GCA_017950645.1_ASM1795064v1,from large multi-isolate project,na,na,haploid,bacteria,3853399,3853399,39,0,81,81,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3724,3580,68,na,,,,,,,,,
GCA_017950675.1,PRJNA640273,SAMN16659872,JADLWJ000000000.1,na,470,470,Acinetobacter baumannii,strain=F141,na,latest,Contig,Major,Full,2021/4/14,ASM1795067v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/675/GCA_017950675.1_ASM1795067v1,from large multi-isolate project,na,na,haploid,bacteria,3956848,3956848,39,0,69,69,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3777,3621,67,na,,,,,,,,,
GCA_017950695.1,PRJNA640273,SAMN16659871,JADLWK000000000.1,na,470,470,Acinetobacter baumannii,strain=F139,na,latest,Contig,Major,Full,2021/4/14,ASM1795069v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/695/GCA_017950695.1_ASM1795069v1,from large multi-isolate project,na,na,haploid,bacteria,3941526,3941526,39,0,69,69,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3764,3603,67,na,,,,,,,,,
GCA_017950715.1,PRJNA640273,SAMN16659870,JADLWL000000000.1,na,470,470,Acinetobacter baumannii,strain=F137,na,latest,Contig,Major,Full,2021/4/14,ASM1795071v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/715/GCA_017950715.1_ASM1795071v1,from large multi-isolate project,na,na,haploid,bacteria,3906338,3906338,39,0,84,84,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3766,3632,62,na,,,,,,,,,
GCA_017950735.1,PRJNA640273,SAMN16659868,JADLWN000000000.1,na,470,470,Acinetobacter baumannii,strain=F133,na,latest,Contig,Major,Full,2021/4/14,ASM1795073v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/735/GCA_017950735.1_ASM1795073v1,from large multi-isolate project,na,na,haploid,bacteria,3928362,3928362,39,0,63,63,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3783,3667,65,na,,,,,,,,,
GCA_017950795.1,PRJNA640273,SAMN16659865,JADLWQ000000000.1,na,470,470,Acinetobacter baumannii,strain=F125,na,latest,Contig,Major,Full,2021/4/14,ASM1795079v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/795/GCA_017950795.1_ASM1795079v1,from large multi-isolate project,na,na,haploid,bacteria,3937232,3937232,39,0,72,72,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3757,3603,64,na,,,,,,,,,
GCA_017950815.1,PRJNA640273,SAMN16659866,JADLWP000000000.1,na,470,470,Acinetobacter baumannii,strain=F127,na,latest,Contig,Major,Full,2021/4/14,ASM1795081v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/815/GCA_017950815.1_ASM1795081v1,from large multi-isolate project,na,na,haploid,bacteria,3936223,3936223,39,0,76,76,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3783,3642,68,na,,,,,,,,,
GCA_017950875.1,PRJNA640273,SAMN16659859,JADLWV000000000.1,na,470,470,Acinetobacter baumannii,strain=E96,na,latest,Contig,Major,Full,2021/4/14,ASM1795087v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/875/GCA_017950875.1_ASM1795087v1,from large multi-isolate project,na,na,haploid,bacteria,3896416,3896416,39,0,78,78,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3719,3562,64,na,,,,,,,,,
GCA_017950885.1,PRJNA640273,SAMN16659861,JADLWT000000000.1,na,470,470,Acinetobacter baumannii,strain=F106-1,na,latest,Contig,Major,Full,2021/4/14,ASM1795088v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/885/GCA_017950885.1_ASM1795088v1,from large multi-isolate project,na,na,haploid,bacteria,3971522,3971522,39,0,79,79,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3881,3754,65,na,,,,,,,,,
GCA_017950915.1,PRJNA640273,SAMN16659858,JADLWW000000000.1,na,470,470,Acinetobacter baumannii,strain=E480,na,latest,Contig,Major,Full,2021/4/14,ASM1795091v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/915/GCA_017950915.1_ASM1795091v1,from large multi-isolate project,na,na,haploid,bacteria,3963259,3963259,39,0,61,61,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/11/10,3806,3641,70,na,,,,,,,,,
GCA_017950955.1,PRJNA640273,SAMN16659993,JAEHKY000000000.1,na,470,470,Acinetobacter baumannii,strain=G479,na,latest,Contig,Major,Full,2021/4/14,ASM1795095v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/955/GCA_017950955.1_ASM1795095v1,from large multi-isolate project,na,na,haploid,bacteria,3860424,3860424,39,0,90,90,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/12/16,3728,3580,74,na,,,,,,,,,
GCA_017950975.1,PRJNA640273,SAMN16659983,JAEHLB000000000.1,na,470,470,Acinetobacter baumannii,strain=G408,na,latest,Contig,Major,Full,2021/4/14,ASM1795097v1,Tel-Aviv Sourasky Medical Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/950/975/GCA_017950975.1_ASM1795097v1,from large multi-isolate project,na,na,haploid,bacteria,3901660,3901660,39,0,95,95,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020/12/16,3783,3642,74,na,,,,,,,,,
